,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year,SENTENCE_DAYS,BOND_AMOUNT
2193,ZZSRSZRR,10/15/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,12500
2194,ZZSRCJWZ,10/14/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,548,125000
2195,ZZRBELCZ,10/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,335,80100
2196,ZZSRZCRE,10/16/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,700
2197,ZZHWWCZE,10/16/2018,BLACK,F,OTHERS,2018,30,25000
2198,ZZEJRHLW,10/16/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,250000
2199,ZZSEHSJC,10/10/2018,HISPANIC,M,OTHERS,2018,731,351000
2200,ZZZJLLWB,10/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,21000
2201,ZZRJBJRS,10/16/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,61000
2202,ZZRBHCRZ,10/16/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1096,260000
2203,ZZSRCJCL,10/16/2018,WHITE,M,OTHERS,2018,365,150000
2204,ZZHHJZCZ,09/04/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,185000
2205,ZZSZELJJ,08/28/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018,609,70000
2206,ZZHWZEZJ,10/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
2207,ZZSECLRR,10/17/2018,HISPANIC,M,OTHERS,2018,365,110000
2208,ZZRBZLRL,09/06/2018,BLACK,F,OTHERS,2018,3287,400000
2209,ZZHBEWJL,10/17/2018,WHITE,F,OTHERS,2018,0,135000
2210,ZZSZCJWH,10/17/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,30000
2211,ZZHCJBWB,04/12/2018,WHITE,M,OTHERS,2018,1826,253500
2212,ZZRCCSZC,10/17/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,304,50000
2213,ZZSZEBEH,10/17/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,20500
2214,ZZSRCZLH,10/17/2018,HISPANIC,M,OTHERS,2018,731,100400
2215,ZZSRLRHS,06/11/2018,WHITE,F,OTHERS,2018,0,161000
2216,ZZSRRWSR,10/17/2018,BLACK,M,OTHERS,2018,548,65000
2217,ZZEHHHCC,10/17/2018,BLACK,M,OTHERS,2018,365,25500
2218,ZZHRCWZH,10/17/2018,ASIAN,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,210500
2219,ZZRWJWEW,10/17/2018,WHITE,M,OTHERS,2018,0,50000
2220,ZZRRRWHS,10/18/2018,HISPANIC,M,OTHERS,2018,30,50000
2221,ZZHJWZEH,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,75000
2222,ZZHWSZLC,10/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,50000
2223,ZZEBCBSC,10/19/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,100000
2224,ZZHSHWEE,10/19/2018,BLACK,M,OTHERS,2018,0,326000
2225,ZZSELEJW,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,75000
2226,ZZHBJZBJ,10/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,244,60000
2227,ZZHJWWWB,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,7500
2228,ZZHHLRWB,10/19/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018,0,15000
2229,ZZSRBZRZ,10/19/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,700000
2230,ZZHBEBBE,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,18000
2231,ZZHJZBWE,10/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,250000
2232,ZZHWSZLR,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,20000
2233,ZZRSHHZR,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,200000
2234,ZZSRBZSW,10/22/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,1826,380000
2235,ZZHZRJEE,10/22/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,50000
2236,ZZHSJEWE,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
2237,ZZHSRECS,10/22/2018,WHITE,M,OTHERS,2018,1096,75000
2238,ZZHSWCHJ,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
2239,ZZSRWLWH,10/22/2018,WHITE,M,OTHERS,2018,0,125050
2240,ZZSRBZHR,10/22/2018,WHITE,F,OTHERS,2018,183,5000
2241,ZZRRZBLH,10/22/2018,HISPANIC,M,OTHERS,2018,548,150000
2242,ZZHSWZHH,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,213,50000
2243,ZZSRBZHC,10/22/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,200250
2244,ZZSZHLRH,10/22/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,200000
2245,ZZHHRLCS,10/22/2018,WHITE,M,OTHERS,2018,0,315500
2246,ZZHZBCEW,10/23/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,22500
2247,ZZHLBZHR,10/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,60,5000
2248,ZZRLJECJ,10/23/2018,WHITE,M,OTHERS,2018,0,6000
2249,ZZHWLCSS,10/23/2018,WHITE,M,OTHERS,2018,731,22500
2250,ZZRCRCEB,10/23/2018,BLACK,M,OTHERS,2018,0,15000
2251,ZZESBLSW,07/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,3287,155000
2252,ZZHLCLHR,10/23/2018,HISPANIC,M,OTHERS,2018,0,210100
2253,ZZHRJEZW,10/23/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,500000
2254,ZZHHLRJL,10/23/2018,BLACK,M,OTHERS,2018,822,10000
2255,ZZSECBCS,10/23/2018,WHITE,M,OTHERS,2018,90,20000
2256,ZZSRECZH,10/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,213,75000
2257,ZZSRWJWJ,05/23/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,150000
2258,ZZSZBRBL,10/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,150000
2259,ZZSEZZSE,10/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,20000
2260,ZZHCECLH,10/24/2018,HISPANIC,M,OTHERS,2018,913,30100
2261,ZZRSJJHC,10/24/2018,HISPANIC,M,OTHERS,2018,0,320250
2262,ZZHRELLH,10/24/2018,WHITE,M,OTHERS,2018,731,15100
2263,ZZHWJZSJ,10/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,55000
2264,ZZHCRJWS,10/24/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,40000
2265,ZZSRZZSC,10/24/2018,HISPANIC,M,OTHERS,2018,731,350000
2266,ZZSELJEH,10/24/2018,BLACK,M,OTHERS,2018,0,150000
2267,ZZSEBSRR,10/25/2018,AMER IND,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,390600
2268,ZZRJZCWR,10/25/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,400000
2269,ZZSEBHSS,10/25/2018,HISPANIC,M,OTHERS,2018,1278,266000
2270,ZZHSLRBJ,10/25/2018,HISPANIC,M,OTHERS,2018,0,85000
2271,ZZHSBCRB,10/25/2018,WHITE,F,"ROBBERY, FIRST DEGREE                 BF",2018,0,60000
2272,ZZSRHWBJ,10/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
2273,ZZHCLCZS,08/21/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,183,12000
2274,ZZZCZRJL,10/25/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,7000
2275,ZZSRWCJH,10/25/2018,WHITE,F,OTHERS,2018,90,15000
2276,ZZRECHEL,10/25/2018,WHITE,M,OTHERS,2018,1826,223500
2277,ZZHLJECC,10/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,51000
2278,ZZSRBEZL,10/26/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,450000
2279,ZZECWHWB,10/26/2018,WHITE,M,OTHERS,2018,183,25100
2280,ZZEEBSRJ,10/09/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,55000
2281,ZZSRWJHJ,10/26/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,90,20000
2282,ZZSRBEZH,10/26/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,200000
2283,ZZHJZLBE,10/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,45000
2284,ZZSRBEZB,10/26/2018,HISPANIC,M,OTHERS,2018,0,250000
2285,ZZERWJJJ,10/26/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,152,7000
2286,ZZRZWWSS,10/28/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,487,50000
2287,ZZHWRJLR,10/29/2018,WHITE,M,OTHERS,2018,0,285000
2288,ZZSZLZHH,10/29/2018,BLACK,M,OTHERS,2018,0,100000
2289,ZZHHRRRS,10/29/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,17500
2290,ZZSRBESE,10/29/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,30000
2291,ZZHBWSEB,10/29/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,122,5000
2292,ZZSRBEHJ,10/29/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,731,50000
2293,ZZSRBERB,10/29/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,90,5000
2294,ZZRZLJRC,10/29/2018,BLACK,M,OTHERS,2018,1096,400000
2295,ZZHJSWHL,10/29/2018,HISPANIC,M,OTHERS,2018,0,250000
2296,ZZRJHZSJ,10/29/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,90,2500
2297,ZZHLECEE,10/29/2018,HISPANIC,M,OTHERS,2018,0,250000
2298,ZZRRHRLC,10/29/2018,BLACK,M,OTHERS,2018,2952,625000
2299,ZZHBBWZL,10/29/2018,BLACK,M,OTHERS,2018,1461,185000
2300,ZZHLWHCE,10/29/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,90000
2301,ZZHLCWBJ,10/30/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,120,15000
2302,ZZHJLLJH,10/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,11000
2303,ZZELEWWL,10/30/2018,WHITE,F,OTHERS,2018,0,15500
2304,ZZEZEHZH,10/30/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,400000
2305,ZZRBWHCJ,10/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,100050
2306,ZZHZLJJZ,10/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,487,700
2307,ZZSRBESC,10/30/2018,WHITE,M,OTHERS,2018,90,2500
2308,ZZHHHBZZ,10/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,90000
2309,ZZHSCRLS,10/30/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,10500
2310,ZZRLJLBH,10/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,300000
2311,ZZSRBZWS,10/22/2018,WHITE,M,OTHERS,2018,913,250100
2312,ZZSECSSB,09/04/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1096,300000
2313,ZZHCWCCC,10/31/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,609,100000
2314,ZZEHJZCL,10/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,2500
2315,ZZEWEWJE,10/31/2018,BLACK,M,OTHERS,2018,731,31000
2316,ZZSRHBHW,10/31/2018,BLACK,M,OTHERS,2018,457,100000
2317,ZZEHREZJ,10/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,50200
2318,ZZZCCEHB,10/31/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,183,10500
2319,ZZRLWZBJ,09/04/2018,HISPANIC,M,OTHERS,2018,0,300450
2320,ZZSZJEER,10/31/2018,BLACK,M,OTHERS,2018,0,350000
2321,ZZECLWBH,10/31/2018,BLACK,M,OTHERS,2018,244,11000
2322,ZZRBWSLS,10/31/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018,0,76200
2323,ZZSRBECS,10/31/2018,HISPANIC,M,OTHERS,2018,0,300000
2324,ZZECCHRJ,10/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,25000
2325,ZZHLEEZJ,10/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1431,275000
2326,ZZHCWRWC,11/01/2018,WHITE,M,OTHERS,2018,395,66000
2327,ZZHLCHHB,11/01/2018,WHITE,M,OTHERS,2018,120,5000
2328,ZZHRZLSL,11/01/2018,WHITE,M,OTHERS,2018,120,1000
2329,ZZEHELSE,11/01/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,90,4000
2330,ZZHZCLRL,11/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
2331,ZZHJWLSB,11/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,40200
2332,ZZSEHHES,11/01/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,95100
2333,ZZHZRCBL,11/01/2018,BLACK,M,OTHERS,2018,213,50050
2334,ZZHHCSWB,11/01/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,103000
2335,ZZSRLBLB,11/01/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,44000
2336,ZZZWJZBB,11/01/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,1826,94350
2337,ZZHBHEJH,11/02/2018,WHITE,F,OTHERS,2018,30,5000
2338,ZZHCZLRE,11/01/2018,BLACK,M,OTHERS,2018,0,100050
2339,ZZESSJBR,11/02/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,2500
2340,ZZHZHLBH,11/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,75000
2341,ZZSEHCBR,11/02/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,150050
2342,ZZRRSEBW,11/02/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,251000
2343,ZZSRSCRJ,10/22/2018,BLACK,M,OTHERS,2018,0,30000
2344,ZZSRWJSZ,09/06/2018,WHITE,M,OTHERS,2018,60,75000
2345,ZZECWLRH,11/02/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,45,10000
2346,ZZEJLWRW,11/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,20000
2347,ZZHJBESB,11/02/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,0,11000
2348,ZZSRBREE,11/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,60,20000
2349,ZZHSWCWJ,11/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,100000
2350,ZZRJJZWS,11/05/2018,WHITE,M,OTHERS,2018,1096,200000
2351,ZZSZEHWC,11/05/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,1218,193000
2352,ZZRCLCSH,11/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,244,7600
2353,ZZRZJREW,11/05/2018,BLACK,M,OTHERS,2018,731,50500
2354,ZZSRBRRZ,11/05/2018,BLACK,M,OTHERS,2018,0,75050
2355,ZZHJRESB,11/05/2018,BLACK,M,OTHERS,2018,1004,150000
2356,ZZSRHHHE,11/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50
2357,ZZSRBRZW,11/05/2018,BLACK,M,OTHERS,2018,0,265000
2358,ZZHWCSSE,11/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,92500
2359,ZZRCBLEJ,11/05/2018,HISPANIC,M,OTHERS,2018,0,40000
2360,ZZRBWJCC,11/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,45000
2361,ZZSZBRBB,11/05/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,125000
2362,ZZHJRBSJ,11/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,100000
2363,ZZHRZBBB,11/05/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018,913,75300
2364,ZZSRBRRC,11/05/2018,WHITE,F,OTHERS,2018,120,50000
2365,ZZZJHHJL,11/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,639,40500
2366,ZZHRBWLW,11/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,335,15000
2367,ZZSRBRHE,11/06/2018,HISPANIC,M,OTHERS,2018,32,50000
2368,ZZHLEWBJ,11/06/2018,WHITE,M,OTHERS,2018,30,50000
2369,ZZSRLWCW,11/06/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,20000
2370,ZZHCLWWH,11/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,244,100000
2371,ZZRJLRRZ,11/06/2018,HISPANIC,M,OTHERS,2018,0,61500
2372,ZZRBERLW,10/31/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,365,53000
2373,ZZHJREHB,11/06/2018,BLACK,F,OTHERS,2018,548,6000
2374,ZZSRCSRZ,11/07/2018,HISPANIC,M,OTHERS,2018,90,13000
2375,ZZSRLCSJ,11/07/2018,BLACK,M,OTHERS,2018,0,10100
2376,ZZHBRLZJ,11/07/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,125000
2377,ZZZCLCZH,11/07/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,5500
2378,ZZSZCEJC,11/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,101000
2379,ZZHWCCZS,11/07/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,107600
2380,ZZSESELE,11/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,20000
2381,ZZHBWZLH,09/25/2018,WHITE,M,OTHERS,2018,0,1500
2382,ZZSEEZBW,11/08/2018,HISPANIC,M,OTHERS,2018,0,330000
2383,ZZHRWJJW,11/08/2018,BLACK,F,OTHERS,2018,122,25100
2384,ZZHSWEWB,11/08/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,40000
2385,ZZRJHSHW,11/08/2018,WHITE,M,OTHERS,2018,183,5000
2386,ZZSZHBBR,11/08/2018,HISPANIC,M,OTHERS,2018,30,35000
2387,ZZECEHEW,06/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,5000
2388,ZZRSJZWB,11/08/2018,WHITE,F,OTHERS,2018,1096,50000
2389,ZZSZHBWR,11/08/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,75000
2390,ZZEJJWCZ,11/08/2018,BLACK,M,OTHERS,2018,0,30000
2391,ZZHJHRRZ,11/08/2018,BLACK,M,OTHERS,2018,1461,145000
2392,ZZHHHZWB,11/08/2018,HISPANIC,F,"BURGLARY, THIRD DEGREE                DF",2018,731,5050
2393,ZZHRLCZW,11/08/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018,0,160500
2394,ZZSRBRCZ,11/08/2018,BLACK,F,OTHERS,2018,0,100750
2395,ZZHLLWJE,11/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,51000
2396,ZZSELSRZ,11/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,7500
2397,ZZRWLSJR,11/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,60000
2398,ZZSRSLLJ,11/09/2018,WHITE,F,OTHERS,2018,0,2000000
2399,ZZSRBRBL,11/09/2018,HISPANIC,F,OTHERS,2018,120,50000
2400,ZZRJCLHR,11/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,200000
2401,ZZSECLJC,09/25/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,33200
2402,ZZHRZCBH,11/09/2018,BLACK,M,OTHERS,2018,0,250000
2403,ZZSRBECR,10/31/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018,731,250000
2404,ZZSEBBRB,11/09/2018,WHITE,F,OTHERS,2018,0,325000
2405,ZZSEBSLE,11/10/2018,WHITE,F,OTHERS,2018,852,150000
2406,ZZSRBHZH,11/13/2018,BLACK,M,OTHERS,2018,365,235000
2407,ZZHWZCSR,11/13/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,30,3500
2408,ZZSRBRJZ,11/11/2018,WHITE,M,OTHERS,2018,365,8500
2409,ZZRJEBEH,11/13/2018,WHITE,M,OTHERS,2018,0,5600
2410,ZZELBSHS,11/13/2018,WHITE,M,OTHERS,2018,0,10500
2411,ZZRJBWHL,11/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,822,120000
2412,ZZHLRLLH,11/13/2018,WHITE,M,OTHERS,2018,365,115000
2413,ZZSRWJER,11/13/2018,WHITE,M,OTHERS,2018,0,90000
2414,ZZHWJBHW,11/13/2018,BLACK,F,OTHERS,2018,731,210000
2415,ZZSEBSLE,11/10/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,200000
2416,ZZRLHHSS,11/13/2018,WHITE,M,OTHERS,2018,365,50000
2417,ZZRLBCLJ,11/13/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,0,310000
2418,ZZHHHHLR,11/13/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,1278,62500
2419,ZZSRBHEB,11/13/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,274,20000
2420,ZZRJBRLB,11/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,76000
2421,ZZHZWBZR,11/13/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,200300
2422,ZZSRBHZR,11/13/2018,HISPANIC,M,OTHERS,2018,609,325500
2423,ZZSRSSBL,11/13/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,122,25000
2424,ZZHEHZEE,11/13/2018,BLACK,M,OTHERS,2018,0,225000
2425,ZZSRBHZJ,11/13/2018,WHITE,M,OTHERS,2018,913,6000
2426,ZZESWCBB,11/13/2018,WHITE,M,OTHERS,2018,0,53000
2427,ZZREHHJW,11/13/2018,BLACK,M,OTHERS,2018,0,17500
2428,ZZSZZRCS,11/13/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,61000
2429,ZZREHWLR,11/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,60000
2430,ZZHLBWRR,11/14/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,183,7000
2431,ZZHRJSEH,11/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,75000
2432,ZZSEEJBJ,10/12/2018,BLACK,M,OTHERS,2018,548,350500
2433,ZZHWCBJE,11/14/2018,WHITE,F,OTHERS,2018,0,85000
2434,ZZESWJRJ,11/14/2018,BLACK,F,OTHERS,2018,0,40000
2435,ZZRZHREL,11/14/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,250000
2436,ZZRLJECC,09/12/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,440000
2437,ZZHELCSB,11/14/2018,WHITE,M,OTHERS,2018,1065,100000
2438,ZZRCJHWL,11/14/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,175000
2439,ZZECRRWL,11/14/2018,WHITE,F,OTHERS,2018,0,1500
2440,ZZHCWCEH,11/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,150500
2441,ZZHSWHWC,11/15/2018,BLACK,M,OTHERS,2018,0,260000
2442,ZZHJSHLL,11/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1187,500550
2443,ZZSRHJLL,11/15/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,90,46000
2444,ZZSRBHSL,11/15/2018,HISPANIC,M,OTHERS,2018,0,500500
2445,ZZHCZLSC,11/15/2018,BLACK,F,OTHERS,2018,0,31000
2446,ZZHRBEJH,11/15/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,122,15000
2447,ZZHRZRES,11/15/2018,WHITE,M,OTHERS,2018,426,100000
2448,ZZSZWWWS,08/15/2018,BLACK,M,OTHERS,2018,4383,510000
2449,ZZREHWLR,11/14/2018,BLACK,M,OTHERS,2018,0,65050
2450,ZZHRSCSR,11/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,100000
2451,ZZRHBCSE,11/15/2018,HISPANIC,M,OTHERS,2018,0,250000
2452,ZZHRLSWZ,11/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,750
2453,ZZHSRLRW,11/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,150200
2454,ZZELSJJL,11/16/2018,BLACK,F,OTHERS,2018,0,25000
2455,ZZHHLJBL,11/17/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,1826,600000
2456,ZZEJCJZS,11/19/2018,BLACK,M,OTHERS,2018,60,35000
2457,ZZSRBEJJ,11/02/2018,HISPANIC,F,OTHERS,2018,548,195000
2458,ZZHBHESC,11/18/2018,WHITE,F,OTHERS,2018,0,15000
2459,ZZSERRHE,11/19/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,21500
2460,ZZRHBRJC,11/19/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,55000
2461,ZZSRRZWZ,11/19/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,1644,1000000
2462,ZZRWJWEW,10/17/2018,WHITE,M,OTHERS,2018,0,846500
